id,highlights,masked_highlights
30944296,Pseudomesotheliomatous Carcinoma with a High Pleural Hyaluronic Acid Concentration Arising from a Primary Esophageal Squamous Cell Carcinoma.,Pseudomesotheliomatous <mask> with a High <mask> Hyaluronic <mask> Concentration <mask> from a Primary <mask> Squamous Cell Carcinoma.
30945153,Early Routine Upper Gastrointestinal Contrast Study Following Bariatric Surgery: an Indispensable Postoperative Care or a Medicolegal Heritage?,E<mask>rly <mask> Upper Gastrointestinal Contrast Study <mask> <mask> <mask> an Indispensable Postoperative Care or a Medicolegal Heritage?
30946381,Clinical significance of wound infiltration with ropivacaine for elderly patients in china underwent total laparoscopic radical gastrectomy: A retrospective cohort study.,Cl<mask>ical significance of wound <mask> with ropivacaine for elderly <mask> in <mask> <mask> total <mask> radical gastrectomy: A retrospective cohort study.
30949784,Body composition changes after left gastric artery embolization in overweight and obese individuals.,<mask> composition changes <mask> left gastric artery embolization <mask> overweight <mask> obese individuals.
30950125,Helicobacter pylori resistance to clarithromycin and fluoroquinolones in a pediatric population in Turkey: A cross-sectional study.,Helicob<mask>cter pylori resistance to clarithromycin and fluoroquinolones in a pediatric population in <mask> <mask> <mask> study.
30950449,Every distant deposit is not a metastasis: Synchronous primaries do exist.,Every <m<mask>sk> deposit is <mask> a metastasis: Synchronous primaries do exist.
30953338,"Efficacy and Safety of Intragastric Balloon Placements in 1600 Case, an Experience from the Middle East.","Efficacy and Safety of Intragastric <mask> Placements in <mask> Case, an <mask> from the <mask> East."
30954712,Changes in Time of Gastric Emptying After Surgical and Endoscopic Bariatrics and Weight Loss: A Systematic Review and Meta-Analysis.,Changes <mask> Time <mask> Gastric Emptying After Surgical <mask> Endoscopic Bariatrics <mask> Weight <mask> A Systematic Review <mask> Meta-Analysis.
3095520,"Nutritional rehabilitation in cystic fibrosis: controlled studies of effects on nutritional growth retardation, body protein turnover, and course of pulmonary disease.","Nutritional <mask> in cystic fibrosis: <mask> studies of <mask> on nutritional growth retardation, <mask> protein turnover, <mask> course of pulmonary disease."
30959096,Sleeve Gastrectomy in Obese Zucker Rats Restores Cardiac Function and Geometry Toward a Lean Phenotype Independent of Weight Loss.,<mask> <mask> in Obese Zucker Rats Restores Cardiac Function <mask> <mask> <mask> a Lean Phenotype Independent of Weight Loss.
30959573,Adverse impact of malnutrition markers on major abdominopelvic cancer surgery.,Adverse <mask> of malnutrition <mask> on major abdominopelvic <mask> surgery.
30964792,Diagnosis and Treatment of Rectal Gastrointestinal Stromal Tumors.,Diagnosis <mask> Treatment of <mask> Gastrointestinal Stromal Tumors.
30968338,The medical treatment with pasireotide in Cushing's disease: an Italian multicentre experience based on  real-world evidence .,The medical treatment with pasireotide <mask> <mask> <mask> an Italian multicentre <mask> based on  real-world <mask> .
30970128,Constipation is associated with tension type headache in women.,<mask> is associated with tension type <mask> <mask> women.
30971408,"Beneficial effects of exercise on gut microbiota functionality and barrier integrity, and gut-liver crosstalk in an in vivo model of early obesity and non-alcoholic fatty liver disease.",Beneficial effects of <mask> on gut microbiota functionality and <mask> <mask> and gut-liver crosstalk <mask> an <mask> vivo model of <mask> <mask> and non-alcoholic fatty liver disease.
30972635,Endoscopic Management of Anchor Erosion Adjacent to the Pylorus Following Duodenal-Jejunal Bypass Sleeve.,Endoscopic Management <mask> Anchor Erosion <mask> <mask> the Pylorus Following <mask> Bypass Sleeve.
30973207,A randomized controlled trial on the blood pressure-lowering effect of amlodipine and nifedipine-GITS in sustained hypertension.,A <mask> controlled trial on the <mask> pressure-lowering effect of amlodipine and <mask> in <mask> hypertension.
30976851,Metformin increases endogenous glucose production in non-diabetic individuals and individuals with recent-onset type 2 diabetes.,Metformin increases endogenous <mask> production in <mask> individuals and individuals with recent-onset <mask> 2 diabetes.
30976983,Plasma FGF-19 Levels are Increased in Patients with Post-Bariatric Hypoglycemia.,<mask> <mask> Levels are <mask> in Patients with Post-Bariatric Hypoglycemia.
30985682,"Acute pancreatitis with abdominal bloating and distension, normal lipase and amylase: A case report.",Acute pancreatitis with <mask> <mask> <mask> <mask> normal lipase <mask> amylase: A case report.
30986867,Endoscopic full-thickness transoral outlet reduction with semicircumferential endoscopic submucosal dissection.,Endoscopic full-thickness <mask> outlet reduction with <mask> endoscopic <mask> dissection.
30989232,Long-term Clinical Effectiveness of Ustekinumab in Patients with Crohn's Disease Who Failed Biologic Therapies: A National Cohort Study.,Long-term Clinical Effectiveness <mask> Ustekinumab in Patients with <mask> <mask> <mask> Failed <mask> Therapies: A National Cohort Study.
30989568,Compared to What? Is BMI Associated with Histopathological Changes in Laparoscopic Sleeve Gastrectomy Specimens?,Compared to <mask> <mask> <mask> Associated with Histopathological Changes in Laparoscopic <mask> Gastrectomy Specimens?
30995860,Caustic Agents Ingestion in Children: A 51-Year Retrospective Cohort Study.,Caustic Agents <mask> <mask> Children: A 51-Year <mask> Cohort Study.
30996584,Benefit of Laparoendoscopic Repair of Hiatal Hernia in the Presence of Aberrant Left Hepatic Artery.,Benefit of Laparoendoscopic Repair of Hiatal <mask> <mask> the Presence of Aberrant <mask> Hepatic Artery.
30997793,"Evaluation of sarcopenia, sarcopenic obesity, and phase angle in geriatric gastrointestinal cancer patients: before and after chemotherapy","Evaluation <mask> sarcopenia, sarcopenic obesity, and phase angle <mask> <mask> gastrointestinal <mask> patients: before and after chemotherapy"
30998555,Noninvasive continuous blood pressure monitoring using microelectromechanical system technology.,Noninvasive <mask> blood pressure <mask> using microelectromechanical <mask> technology.
30998992,High-Fat Diet Accelerates Carcinogenesis in a Mouse Model of Barrett's Esophagus via Interleukin 8 and Alterations to the Gut Microbiome.,High-Fat Diet <mask> Carcinogenesis in a Mouse Model <mask> Barrett's <mask> via <mask> 8 <mask> Alterations to the Gut Microbiome.
31001818,The clinical presentation caused by truncating CHD8 variants.,The clinical presentation <mask> by <mask> CHD8 variants.
31004297,Predicting the Risk of Weight Loss After Esophageal Cancer Surgery.,Predicting <mask> Risk of <mask> <mask> After Esophageal Cancer Surgery.
31006062,Impact of body mass index on minimally invasive ventral hernia repair: an ACS-NSQIP analysis.,<mask> <mask> <mask> mass index on minimally invasive ventral hernia repair: an <mask> analysis.
31006483,Ultrasound assessment of gastric antrum in term pregnant women before elective cesarean section.,Ultrasound <mask> of gastric <mask> in term pregnant <mask> before <mask> cesarean section.
31008745,"High-Frequency Heart Rate Variability Index: A Prospective, Observational Trial Assessing Utility as a Marker for the Balance Between Analgesia and Nociception Under General Anesthesia.",High-Frequency He<mask>rt Rate <mask> Index: A <mask> Observational <mask> Assessing Utility as a Marker for the <mask> Between Analgesia and Nociception <mask> General Anesthesia.
31009405,"The Effect of Allogenic Versus Autologous Fecal Microbiota Transfer on Symptoms, Visceral Perception and Fecal and Mucosal Microbiota in Irritable Bowel Syndrome: A Randomized Controlled Study.","<mask> Effect <mask> Allogenic Versus <mask> <mask> Microbiota Transfer <mask> Symptoms, Visceral Perception <mask> <mask> <mask> Mucosal Microbiota in Irritable Bowel Syndrome: A Randomized Controlled Study."
31009793,Risk Factors for Severe Liver Disease in Patients With Type 2 Diabetes.,Risk Factors for Severe <mask> Disease in Patients <mask> Type <mask> Diabetes.
31010734,Factors Associated to Abnormal Distal Esophageal Exposure to Acid and Esophagitis in Individuals Seeking Bariatric Surgery.,Factors Associated to Abnormal <mask> Esophageal <mask> to Acid <mask> Esophagitis in <mask> Seeking Bariatric Surgery.
31011969,Comparing Diagnostic Evaluations for Rectal Bleeding and Breast Lumps in Primary Care: a Retrospective Cohort Study.,<mask> Diagnostic <mask> for Rectal Bleed<mask>g and Breast Lumps in Primary <mask> a Retrospective Cohort Study.
31012128,Cancer-Associated Malnutrition and CT-Defined Sarcopenia and Myosteatosis Are Endemic in Overweight and Obese Patients.,<mask> Malnutrition and <mask> Sarcopenia and <mask> Are Endemic in Overweight and <mask> Patients.
31013260,Mortality Rate-Dependent Variations in the Timing and Causes of Death in Extremely Preterm Infants Born at 23-24 Weeks' Gestation.,Mortality <mask> Variations in the <mask> and Causes <mask> <mask> in Extremely Preterm Infants Born at 23-24 <mask> Gestation.
31013486,A scalable database of organ doses for common diagnostic fluoroscopy examinations of children: procedures of current practice at the University of Florida.,A scalable d<mask>abase of organ doses for <mask> diagnostic fluoroscopy examinations of children: <mask> of current <mask> at <mask> University of Florida.
3101530,Immediate postoperative jejunostomy feeding. Clinical and metabolic results in a prospective trial.,Immediate <mask> jejunostomy <mask> <mask> and metabolic results in a prospective trial.
31016208,Effectiveness of therapeutic standard concentration barium enema for colonic diverticular bleeding: Preliminary results.,Effectiveness <mask> therapeutic standard <mask> barium <mask> for colonic <mask> bleeding: Preliminary results.
31017011,Mechanisms for falling urine pH with age in stone formers.,<mask> <mask> falling urine <mask> with age in stone formers.
31020815,Clinicopathologic Features and Prognostic Factors of Primary Cutaneous Melanoma: a Multicenter Study in Korea.,Clinicop<mask>thologic Features and Prognostic <mask> of <mask> Cutaneous <mask> a Multicenter Study in Korea.
31022680,"Muscle Mass, Density, and Strength Are Necessary to Diagnose Sarcopenia in Patients With Gastric Cancer.","Muscle Mass, Density, and <mask> Are <mask> to Diagnose Sarcopenia <mask> Patients With <mask> Cancer."
31025085,Impact of bariatric surgery on type 2 diabetes: contribution of inflammation and gut microbiome?,<mask> <mask> bariatric surgery on type 2 diabetes: contribution <mask> <mask> <mask> gut microbiome?
31025256,Changes in Thyroid Replacement Therapy after Bariatric Surgery: Differences between Laparoscopic Roux-en-Y Gastric Bypass and Laparoscopic Sleeve Gastrectomy.,Changes in Thyroid <mask> Therapy after Bariatric <mask> <mask> <mask> Laparoscopic Roux-en-Y <mask> Bypass and Laparoscopic Sleeve Gastrectomy.
31025557,Clinical outcomes of non-alcoholic fatty liver disease: Polish-case control study.,<mask> outcomes of non-alcoholic <mask> liver disease: <mask> control study.
31027076,Ectopic liver tissue in the esophagus: A case report.,Ectopic liver <mask> <mask> the <mask> A case report.
31027138,Gastrointestinal stromal tumor presenting as a rectovaginal septal mass: A case report and review of literature.,<m<mask>k> stromal tumor <mask> as a <mask> septal mass: A case report and review of literature.
31028529,Contribution of epicardial and abdominopelvic visceral adipose tissues in Chinese adults with impaired glucose regulation and diabetes.,Contribution <mask> epicardial and abdom<mask>opelvic visceral <mask> tissues in Chinese adults with impaired <mask> regulation and diabetes.
31029047,Dietary patterns and their relationships to sarcopenia in Portuguese patients with gastrointestinal cancer: An exploratory study.,Dietary patterns and their relationships to sarcopenia <mask> Portuguese <mask> with gastrointestinal <mask> <mask> exploratory study.
31036410,Is There a Role for pH Impedance Monitoring in Identifying Eosinophilic Esophagitis in Children with Esophageal Atresia?,Is There a <mask> for pH Impedance <mask> in <mask> <mask> Esophagitis in Children with Esophageal Atresia?
31036475,Feasibility of laparoscopy gastrectomy for gastric cancer in the patients with high body mass index: A systematic review and meta-analysis.,Feasibility of laparoscopy gastrectomy for gastric cancer <mask> the patients <mask> high <mask> mass index: A systematic <mask> <mask> meta-analysis.
31036580,A phase 3 randomized study evaluating sialic acid extended-release for GNE myopathy.,A <mask> <mask> randomized study evaluating sialic acid extended-release for <mask> myopathy.
31037597,"Impact of Intragastric Balloon Treatment on Adipokines, Cytokines, and Metabolic Profile in Obese Individuals.","Impact of <mask> Ballo<mask> <mask> on Adipokines, Cytokines, and <mask> Profile in Obese Individuals."
31042239,Endoscopic dilatation in a patient with achalasia during pregnancy: case report and review of the literature.,Endoscopic dilatation in a patient with achalasia <mask> pregnancy: <mask> report <mask> review of <mask> literature.
31042241,Primary intestinal lymphangiectasia: first case report in Peru.,<mask> intestinal lymphangiectasia: first case <mask> in Peru.
31044725,Explaining the unexplainable: discrepancies in results from the CALGB/SWOG 80405 and FIRE-3 studies.,<mask> the unexplainable: discrepancies in results from the <mask> 80405 <mask> FIRE-3 studies.
310453,Splenoportography in the pediatric age group.,Splenoportography in the <mask> <mask> group.
31049672,Survey and analysis of the nutritional status in hospitalized patients with malignant gastric tumors and its influence on the quality of life.,<mask> and <mask> <mask> the <mask> status <mask> hospitalized patients with malignant gastric tumors and its influence on the quality <mask> life.
31054739,ACR Appropriateness Criteria<sup>®</sup> Jaundice.,ACR Appropriateness <mask> Jaundice.
31055739,Secured Lumen-Apposing Fully Covered Metallic Stents for Stenoses in Post-Bariatric Surgery Patients.,Secured <mask> Fully Covered <mask> Stents for <mask> in Post-Bariatric Surgery Patients.
31056797,Reconceptualizing anorexia nervosa.,<mask> anorexia nervosa.
31058372,The association between novel clinical factors and gastrointestinal bleeding among patients supported with continuous-flow left ventricular assist device therapy.,<mask> association between novel clinical <mask> <mask> gastrointestinal bleeding among patients <mask> with continuous-flow <mask> ventricular assist device therapy.
31059162,Acute medical stabilisation of adults with anorexia nervosa: experience of a defined interdisciplinary model of care.,<mask> medical <mask> of <mask> with anorexia nervosa: experience of a defined <mask> model of care.
31060848,Ruptured Appendicitis and Retrocecal Abscess Masquerading as Knee Pain in a Pediatric Patient: A Case Report.,Ruptured Appendicitis <m<mask>sk> <mask> Abscess Masquerading as Knee <mask> in a Pediatric Patient: A Case Report.
31060908,Laparoscopic sleeve gastrectomy as day-case surgery: a review of the literature.,<mask> sleeve gastrectomy as day-case surgery: a review <mask> <mask> literature.
3106209,Assessment of risk status using nutrition diagnostic studies in surgical patients. 1. Determination of preoperative risk status in patients with stomach cancer.,Assessment of risk status <mask> nutrition <mask> studies <mask> surgical patients. 1. <mask> of preoperative risk status <mask> patients with stomach cancer.
31063846,Altered microbiomes distinguish Alzheimer's disease from amnestic mild cognitive impairment and health in a Chinese cohort.,Altered <m<mask>sk> distinguish <mask> disease from amnestic mild cognitive impairment and <mask> in a Chinese cohort.
31067545,"Utility of Mesalazine in Familial Adenomatous Polyposis: Clinical Report of Reduction of Polyp Size in Patients with Ulcerative Colitis, and Safety Examination in Familial Adenomatous Polyposis Patients.","<mask> of Mesalazine in <mask> <mask> Polyposis: <mask> Report of Reduction of Polyp Size in Patients with Ulcerative Colitis, and Safety Examination in <mask> <mask> Polyposis Patients."
31068631,Non-invasive obstetric anal sphincter injury diagnostics using impedance spectroscopy.,Non-invasive obstetric <mask> <mask> injury diagnostics <mask> impedance spectroscopy.
3107169,Long-term treatment with sodium valproate: monitoring of venous ammonia concentrations and adverse effects.,Long-term treatment with <mask> valproate: <mask> <mask> venous <mask> concentrations and adverse effects.
31072341,Early screening the small bowel is key to protect Peutz-Jeghers syndrome patients from surgery: a novel mutation c.243delG in STK11 gene.,<mask> screening the small bowel is key <mask> <mask> <mask> <mask> patients from surgery: a novel mutation <mask> in STK11 gene.
31073104,Detecting the Helicobacter pylori 16S rRNA Gene in Dyspepsia Patients Using Real-Time PCR.,Detecting <mask> Helicobacter <mask> 16S rRNA Gene in Dyspepsia <mask> Using <mask> PCR.
31074729,Efficacy and adverse effects of methotrexate compared with azathioprine in the antisynthetase syndrome.,Efficacy and adverse <mask> <mask> methotrexate compared with azathioprine in <mask> <mask> syndrome.
310757,Colonoscopy in the diagnosis of unexplained rectal bleeding.,Colonoscopy in <mask> <mask> of unexplained rectal bleeding.
31076369,Gastrointestinal symptoms before and after laparoscopic Roux-en-Y gastric bypass: a longitudinal assessment.,<mask> <mask> before and after laparoscopic Roux-en-Y gastric <mask> a longitudinal assessment.
31082392,Magnetically assisted capsule endoscopy in suspected acute upper GI bleeding versus esophagogastroduodenoscopy in detecting focal lesions.,<mask> <mask> capsule <mask> <mask> suspected acute upper GI bleed<mask>g versus esophagogastroduodenoscopy in detecting focal lesions.
31089021,Effects of clinical factors on quality of life following curative gastrectomy for gastric cancer.,<mask> of clinical factors on quality of <mask> <mask> curative <mask> for gastric cancer.
31089154,Parasympathetic activity correlates with subjective and brain responses to rectal distension in healthy subjects but not in non-constipated patients with irritable bowel syndrome.,<mask> <mask> correlates with subjective and brain <mask> to rectal distension in healthy subjects but <mask> in <mask> patients with irritable <mask> syndrome.
31099039,Dysbiotic gut microbes may contribute to hypertension by limiting vitamin D production.,Dysbiotic gut <mask> may contribute <mask> hypertension by limiting <mask> D production.
31100458,Effects of Vedolizumab in Patients With Primary Sclerosing Cholangitis and Inflammatory Bowel Diseases.,Effects of <mask> in Patients With <mask> Sclerosing <mask> and <mask> Bowel Diseases.
31101766,ACUTE SMALL BOWEL OBSTRUCTION. SOME ASPECTS OF CONSERVATIVE TREATMENT.,ACUTE SMALL <mask> OBSTRUCTION. <mask> ASPECTS <mask> CONSERVATIVE TREATMENT.
31102326,"Efficacy and safety of dulaglutide monotherapy compared with glimepiride in Chinese patients with type 2 diabetes: Post-hoc analyses of a randomized, double-blind, phase III study.","Efficacy and <mask> of dulaglutide <mask> compared with glimepiride in <mask> <mask> with <mask> 2 diabetes: Post-hoc analyses of a randomized, double-blind, phase <mask> study."
31104834,The impact of abnormal BMI on surgical complications after pediatric colorectal surgery.,The impact of <mask> <mask> on surgical complications after <mask> colorectal surgery.
31109923,TAS-120 Overcomes Resistance to ATP-Competitive FGFR Inhibitors in Patients with FGFR2 Fusion-Positive Intrahepatic Cholangiocarcinoma.,<mask> <mask> Resistance to ATP-Competitive FGFR Inhibitors <mask> Patients with <mask> Fusion-Positive Intrahepatic Cholangiocarcinoma.
31111344,Improving Compliance with Very Low Energy Diets (VLEDs) Prior to Bariatric Surgery-a Randomised Controlled Trial of Two Formulations.,Improving Compliance <mask> <mask> Low <mask> Diets (VLEDs) Prior to Bariatric Surgery-a Randomised <mask> Trial <mask> Two Formulations.
31114137,Beneficial effect of probiotics supplements in reflux esophagitis treated with esomeprazole: A randomized controlled trial.,Beneficial effect of <mask> <mask> in reflux esophagitis treated with esomeprazole: <mask> <mask> controlled trial.
31115851,Modified Sleeve Gastrectomy Combined with Laparoscopic Rossetti Fundoplication and Vascularization Assessment with Indocyanine Green.,Modified Sleeve <mask> <mask> with Laparoscopic Rossetti Fundoplication and <mask> Assessment with <mask> Green.
31116151,Effects of doxazosin mesylate versus nifedipine on blood pressure variability in hypertensive patients: a randomized crossover study (SIMILAR).,<mask> of doxazosin mesylate <mask> nifedipine on blood pressure <mask> in <mask> <mask> a randomized crossover study (SIMILAR).
31119193,Autosomal dominant optic atrophy and cataract  plus  phenotype including axonal neuropathy.,Autosomal dominant <mask> <mask> and <mask>  plus  phenotype including <mask> neuropathy.
3112339,Survival following rupture of a pancreatic abscess in a heart transplant recipient.,Survival follow<mask>g rupture of a pancreatic <mask> in a <mask> transplant recipient.
31124621,The incidence of intraoperative gastric tube malposition verified by Point-of-Care Ultrasound.,The incidence <mask> <mask> gastric tube <mask> verified by Point-of-Care Ultrasound.
31124950,Comparison of the Glasgow-Blatchford and Rockall Scores for prediction of nonvariceal upper gastrointestinal bleeding outcomes in Chinese patients.,<mask> of the Glasgow-Blatch<mask>d and Rockall Scores for prediction of <mask> upper <mask> bleeding <mask> in Chinese patients.
31125107,Development and Validation of an Esophageal Squamous Cell Carcinoma Detection Model by Large-Scale MicroRNA Profiling.,Development and Validation of an Esophageal <mask> <mask> <mask> <mask> Model by Large-Scale MicroRNA Profiling.
31126745,Relationship between diabetic neuropathy and sarcopenia.,Relationship between <mask> <mask> and sarcopenia.
31129884,Factors Affecting the Development of Gallstones Following Laparoscopic Sleeve Gastrectomy.,Factors Affecting the Development <mask> Gallstones <mask> Laparoscopic <mask> Gastrectomy.
31129886,Esophagogastric Neoplasms Following Bariatric Surgery: an Updated Systematic Review.,Esophagogastric Neoplasms Following Bariatric <mask> <mask> <mask> Systematic Review.
31136662,Yogurt improves insulin resistance and liver fat in obese women with nonalcoholic fatty liver disease and metabolic syndrome: a randomized controlled trial.,Yogurt improves insulin <m<mask>sk> <mask> liver fat in obese <mask> with nonalcoholic <mask> liver disease <mask> metabolic syndrome: a <mask> controlled trial.
31139409,Giant peritoneal loose body: A case report.,Giant peritoneal <mask> <mask> A case report.
31139983,Hiatal hernia diagnosis prospectively assessed in obese patients before bariatric surgery: accuracy of high-resolution manometry taking intraoperative diagnosis as reference standard.,Hiatal <mask> diagnosis <mask> <mask> in obese <mask> before <mask> surgery: accuracy of high-resolution <mask> taking intraoperative diagnosis as reference standard.
31140166,Endoscopic Tunneled Stricturotomy with Full-Thickness Dissection in the Management of a Sleeve Gastrectomy Stenosis.,Endoscopic Tunneled <mask> with <mask> Dissection in <mask> Management of a <mask> Gastrectomy Stenosis.
31144984,Microbiota Contribute to Obesity-related Increases in the Pulmonary Response to Ozone.,<mask> Contribute <mask> Obesity-related <mask> in the Pulmonary Response <mask> Ozone.
31145291,The prediction value of scoring systems in Mallory-Weiss syndrome patients.,The <mask> value <mask> scoring systems in Mallory-Weiss <mask> patients.
31147785,Sigmoid colon perforation in the patient with granulomatosis with polyangiitis.,<mask> colon <mask> <mask> the patient with granulomatosis with polyangiitis.
31147821,Alterations in Fat Mass and Bone Mineral Density Are Associated with Decreased Lipocalin-2 After Laparoscopic Sleeve Gastrectomy in Obese Chinese Women.,Alterations in Fat Mass and <mask> <mask> <mask> <mask> Associated with Decreased Lipocalin-2 After <mask> <mask> Gastrectomy in Obese Chinese Women.
31149745,Review article: emerging role of the gut microbiome in the progression of nonalcoholic fatty liver disease and potential therapeutic implications.,<mask> article: emerging role of <mask> gut microbiome in <mask> progression of nonalcoholic <mask> liver disease and potential therapeutic implications.
31150364,Laparoscopic-assisted colorectal surgery benefits visceral obesity patients: a propensity-matched analysis.,L<mask>paroscopic-assisted colorectal <mask> benefits visceral <mask> patients: a propensity-matched analysis.
3115561,DT-diaphorase in morbidly obese patients.,<mask> <mask> morbidly obese patients.
31158949,Clinical Outcomes of Metachronous Gastric Cancer after Endoscopic Resection for Early Gastric Cancer.,<mask> <mask> of <mask> Gastric Cancer after Endoscopic Resection for Early Gastric Cancer.
31159539,Rare causes of acute appendicitis.,<mask> <mask> of acute appendicitis.
31161540,Pneumatosis cystoides intestinalis: case report and review of literature.,Pneumatosis <mask> <mask> <mask> report and review of literature.
31161593,Visceral Fat Area (VFA) Superior to BMI for Predicting Postoperative Complications After Radical Gastrectomy: a Prospective Cohort Study.,<m<mask>sk> <mask> Area (VFA) Superior to BMI for <mask> Postoperative Complications After Radical <mask> a Prospective Cohort Study.
31162798,"APOLLO-2: A Randomized, Placebo and Active-Controlled Phase III Study Investigating Oliceridine (TRV130), a G Protein-Biased Ligand at the μ-Opioid Receptor, for Management of Moderate to Severe Acute Pain Following Abdominoplasty.","<mask>POLLO-2: A <mask> <mask> and <mask> Phase III <mask> <mask> Oliceridine (TRV130), a G <mask> Ligand at the μ-Opioid Receptor, for Management of Moderate to Severe <mask> Pain Following Abdominoplasty."
31165245,Clinical Outcome of the Visible Coil During Endoscopy After Transcatheter Arterial Embolization for Gastrointestinal Bleeding.,<mask> Outcome <mask> the Visible <mask> During Endoscopy After <mask> Arterial Embolization for Gastrointestinal Bleeding.
31165379,"Computer-Assisted Propofol Sedation for Esophagogastroduodenoscopy Is Effective, Efficient, and Safe.","Computer-Assisted Propofol Sedation for <mask> Is <mask> Efficient, <mask> Safe."
31165515,Gastric bypass surgery in the treatment of gastro-oesophageal reflux symptoms.,<mask> bypass surgery in the treatment of <mask> <mask> symptoms.
31169336,Monitoring of cancer patients via next-generation sequencing of patient-derived circulating tumor cells and tumor DNA.,Monitoring of cancer <mask> <mask> next-generation <mask> of patient-derived <mask> tumor cells and tumor DNA.
31172412,Sotagliflozin: First Global Approval.,Sotagliflozin: <mask> Global Approval.
31172417,Acute-on-chronic liver failure: consensus recommendations of the Asian Pacific association for the study of the liver (APASL): an update.,Acute-on-chronic liver failure: <mask> recommendations of the Asian Pacific association for the <mask> of the liver <mask> an update.
31175493,Epidemiology of Colorectal Cancer in Average Risk Adults 20-39 Years of Age: A Population-Based National Study.,Epidemiology of <mask> Cancer in <mask> <mask> Adults 20-39 Years of Age: A <mask> National Study.
31178080,Utility of 3-Week Follow-Up of Upper Gastrointestinal Study in Asymptomatic Patients Following Laparoscopic Sleeve Gastrectomy.,<mask> of 3-Week Follow-Up of Upper Gastrointestinal Study in Asymptomatic <mask> Following <mask> <mask> Gastrectomy.
31183448,Abdominal pain and symptoms before and after Roux-en-Y gastric bypass.,Abdominal <mask> and <mask> before and after Roux-en-Y <mask> bypass.
31183784,Conversion of AspireAssist System® to Sleeve Gastrectomy: Technical Video Description.,<mask> <mask> AspireAssist System® to Sleeve <mask> Technical Video Description.
31183988,Liraglutide 3.0 mg for the management of insufficient weight loss or excessive weight regain post-bariatric surgery.,<mask> 3.0 mg for <mask> management of insufficient <mask> loss or excessive <mask> <mask> post-bariatric surgery.
31187219,Hiatal hernias in patients with GERD-like symptoms: evaluation of dynamic real-time MRI vs endoscopy.,Hiatal <mask> in patients with GERD-like <mask> evaluation of <mask> real-time MRI <mask> endoscopy.
31187458,Lactulose Breath Testing Can Be a Positive Predictor Before Weight Gain in Participants with Obesity Submitted to Roux-en-Y Gastric Bypass.,Lactulose <mask> Test<mask>g Can Be a Positive <mask> <mask> Weight Gain in Participants with Obesity Submitted <mask> Roux-en-Y Gastric Bypass.
31187459,Targeting Islets: Metabolic Surgery Is More than a Bariatric Surgery.,Targeting <mask> <mask> Surgery Is <mask> than a Bariatric Surgery.
31189655,Milk polar lipids reduce lipid cardiovascular risk factors in overweight postmenopausal women: towards a gut sphingomyelin-cholesterol interplay.,Milk polar <mask>s reduce lipid cardiovascular <mask> factors in <mask> postmenopausal <mask> <mask> a gut sphingomyelin-cholesterol interplay.
31192828,"Rapid, High-Resolution, Label-Free, and 3-Dimensional Imaging to Differentiate Colorectal Adenomas and Non-Neoplastic Polyps With Micro-Optical Coherence Tomography.","Rapid, High-Resolution, <mask> <mask> 3-Dimensional <mask> to Differentiate <mask> Adenomas <mask> <mask> Polyps With Micro-Optical Coherence Tomography."
31194426,Urea Breath Test,<mask> Breath Test
31197249,"Potential roles of Helicobacter pylori treatment, body mass index and waist circumference in the causation of erosive esophagitis: a randomized clinical trial (HEROES-GERD).","Potential <mask> of <mask> pylori treatment, body mass <mask>dex and waist circumference in the causation of <mask> <mask> a randomized <mask> trial (HEROES-GERD)."
31197463,The yield and patient factors associated with CT colonography C-RADS results in a non-screening patient population.,<m<mask>sk> <mask> and patient factors associated with CT <mask> C-RADS results in a non-screening patient population.
31197613,Gut Microbiota Dysbiosis in Human Obesity: Impact of Bariatric Surgery.,Gut <mask> <mask> in Human Obesity: <mask> of Bariatric Surgery.
31197703,The interaction between dietary inflammatory index and 6 P21 rs2010963 gene variants in metabolic syndrome.,The interaction <mask> dietary inflammatory <mask> and 6 P21 rs2010963 gene <mask> in <mask> syndrome.
31199571,Utility of endoscopic ultrasound-guided fine-needle aspiration cytology in rapid on-site evaluation for the diagnosis of gastric submucosal tumors: Retrospective analysis of a single-center experience.,Utility of endoscopic ultrasound-guided f<mask>e-needle aspiration cytology in rapid on-site evaluation for the <mask> of gastric <mask> <mask> Retrospective <mask> of a single-center experience.
31203912,A new approach for digestive disease diagnosis: Dynamics of gastrointestinal electrical activity.,A <mask> approach <mask> <mask> disease diagnosis: Dynamics of gastrointestinal electrical activity.
31205138,Gastrointestinal Manifestations of Rheumatological Diseases.,<mask> Manifestations <mask> Rheumatological Diseases.
31208348,Anticancer effect of berberine based on experimental animal models of various cancers: a systematic review and meta-analysis.,Anticancer effect of <mask> based <mask> <mask> animal models of various cancers: a <mask> review and meta-analysis.
31209633,Identification of a novel PRR15L-RSPO2 fusion transcript in a sigmoid colon cancer derived from superficially serrated adenoma.,Identific<m<mask>sk>tion <mask> a novel PRR15L-RSPO2 <mask> transcript in a sigmoid colon <mask> derived from superficially <mask> adenoma.
31211449,Diagnostic and prognostic significance of mRNA expressions of apolipoprotein A and C family genes in hepatitis B virus-related hepatocellular carcinoma.,<mask> and <mask> significance of mRNA expressions of <mask> A and C <mask> <mask> in hepatitis B virus-related hepatocellular carcinoma.
